Country,WHO Region,Population,Geographical Region,WHO Group,DALY,Adult DALYs,Children DALYs,Retention Rate,Retention Rate (ADULT),Retention Rate (CHILD),# Receiving Treatment,# Needing Treatment,% Treatment Coverage,# Receiving Treatment,# Needing Treatment,% Treatment Coverage,# Receiving Treatment,# Needing Treatment,% Treatment Coverage,Estimated adults (15+) living with HIV,Estimated children (0-14) living with HIV,# Adult Prevalent Cases Receiving Treatment,# Children Prevalent Cases Receiving Treatment,3TC,ABC,AZT,ddl,d4T,EFV,FTC,LPV/r,NVP,TDF,ATV/r,Overall Treatment Impact,,,,,,average of 2013 antiretroviral treatment. ,,,Treatment Regimen Proportion and Efficacy Section,,,,,impact =daly*treatment cover*x/(1-treatment cover*x)/number of drugs,,,,,,Originator Company,Drug(s),Final Impact,,,,,Afghanistan,9224.366,Afghanistan,1528.182,,Afghanistan,500,26,0.11,,,Country,All ages,Children (0-14),Adults (15+),Year,,http://apps.who.int/gho/data/node.main.626?lang=en,Estimated antiretroviral therapy coverage among people living with HIV (%),Reported number of people receiving antiretroviral therapy,Cleaned coverage,Cleaned number of people receiving antiretroviral therapy,Computed Impact Score (3TC),Computed Impact Score (ABC),Computed Impact Score (AZT),Computed Impact Score (ddl),Computed Impact Score (d4T),Computed Impact Score (EFV),Computed Impact Score (FTC),Computed Impact Score (LPV/r),Computed Impact Score (NVP),Computed Impact Score (TDF),Computed Impact Score (ATV/r),Computed Overall Treatment Impact
New Zealand,WPR,4595700,,A,628.40143,607.3335,21.06793,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,13129.39253,,4775.374545,,1.291507296,0.005153013054,0.4803361956,0.0,0.0,0.9992012543,0.3637111479,0.1083506969,0.5273971139,1.206541927,0.02026937913,5.002468024,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,3127.204,New Zealand,21.06793,,Poland,,,,,,,,,,,,Portugal,High-income country,No data,,,1.1535660359177908,0.0051530130543169595,0.12781990300827678,0.0,0.0,0.12117847189756455,0.013151823677724815,0.8310241911550778,0.19424581741561114,1.0475191604270886,0.02026937912726232,3.5139277956807136
Nicaragua,AMR,6082035,Latin America and the Caribbean,B,9753.1584,9524.273,228.8854,79,78,97.14,3350,9852.941176,0.34,3228,9652.941176,0.3344058501,122,200,0.69,6800,464.8297325,2273.959781,320.7325155,144.5261236,3.025833889,56.04175278,0.07248023155,0.3729783642,106.7787776,38.32537662,13.21759793,60.77207289,127.387529,2.14566534,552.6661883,,,,,,,,,,,,,,,,,,,,,,,,,,,New Zealand,607.3335,Nicaragua,228.8854,,Portugal,,,,,,,,,,,,Qatar,High-income country,No data,,,126.9855091168236,3.0258338888006793,14.333492372484779,0.07248023155256102,0.3729783642491883,14.410537956017423,1.3922070690751132,90.66379188474242,21.220334633883258,112.1833355442475,2.1456653404893884,386.80616640236593
Niger,AFR,19896965,Sub-Saharan Africa,A,195978.98,135371.9,60607.08,67,67,71,12887,49565.38462,0.26,11965,43665.38462,0.2740156787,922,5900,0.16,41000,13433.97058,11234.64283,2149.435293,3195.15594,240.4525233,1362.004821,6.979718008,35.64630425,2051.180976,694.7204863,374.4828529,1430.981479,2330.759336,39.26063087,11761.62507,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicaragua,9524.273,Niger,60607.08,,Qatar,,,,,,,,,,,,Republic of Korea,High-income country,No data,,,2715.7060213215987,240.45252325590525,324.28304618463477,6.979718007779073,35.646304247078184,382.38375491904225,25.473670844123244,1884.5506732593071,441.01414573559606,2175.1671601291323,39.26063087008758,8270.917648774282
Nigeria,AFR,181181744,Sub-Saharan Africa,A,7887547,5694592,2192955,97.14,97.14,97.14,828867,2312992.895,0.3583525923,785212,2312992.895,0.3394787773,43655,,,3000000,420000,1018436.332,0,11257.84496,45.09530483,4191.03417,0.0,0.0,8702.904057,3170.698127,947.6507347,4600.61572,10514.54111,177.3725727,43607.75675,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,135371.9,Nigeria,2192955,,Republic of Korea,,,,,,,,,,,,Republic of Moldova,21 [18-25],3 850,0.21,3850,10023.921620690251,45.09530482392297,1117.1432034441425,0.0,0.0,1059.0229783829006,115.08771071071422,7206.452973729551,1696.1608066327558,9097.302585446407,177.37257265575664,30537.559756516403
Niue,WPR,,Oceania,A,0,0,0,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria,5694592,North Africa and Middle East,69061.61,,Republic of Moldova,200,106,0.75,,,,,,,,,Romania,No data,10 551,,10551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern Mariana Islands,WPR,54816,,A,69.205369,66.76201,2.443359,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.1419708003,0.0005664523842,0.05280164834,0.0,0.0,0.1098386375,0.03998147195,0.01191060647,0.05797488759,0.1326308596,0.002228140703,0.5499035048,,,,,,,,,,,,,,,,,,,,,,,,,,,North Africa and Middle East,347521.2,North East England,9.945647,,Romania,,243,,,,,,,,,,Russian Federation,No data,No data,,,0.12680740849237515,0.0005664523841718587,0.014050786994028163,0.0,0.0,0.013320718110576682,0.001445733166193699,0.09135153150639186,0.021352751338036196,0.11515005291758965,0.0022281407035641514,0.3862735756129274
Norway,EUR,5188607,Europe and Central Asia,A,699.33402,678.3519,20.98212,97.14,97.14,97.14,,,0,,,0,,,,6905.890572,9.263999548,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,North Africa and Middle East,347521.2,North Korea,1909.911,,Russian Federation,,,,,,,,,,,,Rwanda,79 [70-87],158 728,0.79,158728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,EMR,4199810,Middle East and North Africa,A,3404.10173,3332.475,71.62673,66,66,67,1098,,0,1067,,0,31,,,3959.373153,214.4416103,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,North East England,253.3948,North West England,52.28177,,Rwanda,11000,8266,0.74,,,,,,,,,Saint Kitts and Nevis,High-income country,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan,EMR,189380513,"East, South and South-East Asia",A,78120.91,67978.19,10142.72,97.14,97.14,97.14,6564,109400,0.06,6433,106900,0.0601777362,131,2500,0.05,58000,15614.0437505772,3490.3087,780.7021875,26.03032728,1.132068278,10.5166319,0.03162236739,0.1612482282,18.13231232,6.422982418,2.735208419,11.23816297,21.358864,0.3749432745,98.13437145,,,,,,,,,,,,,,,,,,,,,,,,,,,North Korea,26687.75,Northern Ireland,6.412672,,Saint Kitts and Nevis,,,,,,,,,,,,Saint Lucia,No data,No data,,,22.049765339759347,1.132068277943337,2.679808109169278,0.03162236738970348,0.16124822820132,2.874712965646734,0.24326125380240993,15.265256398903052,3.8054312492449216,18.609464491568207,0.3749432744496685,67.22758195607797
Palau,WPR,21288,Oceania,A,0,0,0,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,North West England,955.9782,Northern Mariana Islands,2.443359,,Saint Lucia,,,,,,,,,,,,Saint Vincent and the Grenadines,No data,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panama,AMR,3969249,Latin America and the Caribbean,B,23247.4203,23000.54,246.8803,97.14,97.14,97.14,10227,17045,0.6,10065,16845,0.5975066785,162,200,0.92,16000,303.3565165,9560.106857,279.0879952,85.35176968,0.8147945513,31.92817627,0.01420836026,0.07335848643,65.5112959,23.51200229,7.12932548,34.97327945,78.3561765,1.262145399,328.9265324,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Ireland,407.9586,Norway,20.98212,,Saint Vincent and the Grenadines,,,,,,,,,,,,Samoa,No data,No data,,,78.37115386422921,0.8147945512446012,8.217852389887899,0.014208360263921891,0.07335848642837353,7.961340692545957,0.819000725375118,57.48762167023154,12.491321091935092,70.95772335288729,1.2621453984496782,238.4705205834787
Papua New Guinea,WPR,7919825,Oceania,A,43382.944,39671.85,3711.094,90,97.14,97.14,21198,39996.22642,0.53,20028,36696.22642,0.5457781891,1170,3300,0.36,23000,3200,12552.89835,1152,488.0574789,11.52414897,187.9681507,0.2916127555,1.493543287,361.5831784,128.4103185,44.26400007,203.9210501,428.4318557,6.951483027,1862.89682,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Mariana Islands,66.76201,Oceania,4484.073,,Samoa,,,,,,,,,,,,San Marino,High-income country,No data,,,441.0401803470101,11.52414896705156,47.52092428983954,0.2916127555279344,1.493543287307331,48.27264125430288,4.510719996569973,320.0275810010632,70.55110930130539,390.05851164357944,6.951483026762062,1342.2424558703196
Paraguay,AMR,6639119,Latin America and the Caribbean,B,17659.2766,16829.96,829.3166,78,77,94,5499,17738.70968,0.31,5324,17238.70968,0.3088398204,175,500,0.58,10000,6881.06251,3088.398204,3991.016256,257.9634579,8.783724323,102.8867167,0.2311676361,1.187694302,183.9926043,65.25746928,25.15387146,110.6061045,217.2787802,3.668045595,977.0096362,,,,,,,,,,,,,,,,,,,,,,,,,,,Norway,678.3519,Oman,71.62673,,San Marino,,,,,,,,,,,,Sao Tome and Principe,No data,No data,,,224.08723827221354,8.783724323271281,25.681239492152763,0.23116763609101848,1.1876943024685738,26.93772763745178,2.379980294368998,158.8163946920942,37.24474936989804,193.56179406606066,3.668045595525599,682.5797556815965
Peru,AMR,31376671,Latin America and the Caribbean,B,42538.8981,41977.43,561.4681,81,82,51,37201,66430.35714,0.56,36313,65330.35714,0.555836545,888,1100,0.84,71000,32520.10312,39464.3947,27316.88662,959.7931793,10.39263805,360.6671473,0.1959443304,1.010500031,733.3235503,263.3556617,81.18496645,394.5760972,877.152405,14.23349847,3695.885588,,,,,,,,,,,,,,,,,,,,,,,,,,,Oceania,46327.1,Pakistan,10142.72,,Sao Tome and Principe,,,,,,,,,,,,Saudi Arabia,High-income country,No data,,,875.0675358906169,10.392638045221918,92.88181106589764,0.19594433039796186,1.0105000311995622,90.36386883345187,9.235944714718638,639.1825635897038,140.69282104686053,789.9089414509189,14.233498473082443,2663.16606747207
Philippines,WPR,101716359,"East, South and South-East Asia",A,219807.38,171126.2,48681.18,90,90,64,12533,46418.51852,0.27,12492,45918.51852,0.2720471044,41,500,0.1,12000,8621.67401580972,3264.565252,862.1674016,1047.283332,38.71176356,416.0661096,1.061561855,5.416926135,745.7681278,264.1299542,104.6894466,446.9414811,879.5024512,14.93127279,3964.502427,,,,,,,,,,,,,,,,,,,,,,,,,,,Oman,3332.475,Palestine,137.0331,,Saudi Arabia,,92,,,,,,,,,,Senegal,40 [34-49],18 375,0.4,18375,909.1248582721979,38.71176355575396,105.53357404464069,1.0615618553012103,5.4169261351266496,111.36594664630306,9.68792663998081,641.2052328400769,152.2273743182496,780.466098987653,14.931272792789423,2769.732536088073
Poland,EUR,37986412,Europe and Central Asia,A,7167.1877,6596.052,571.1357,97.14,97.14,97.14,,,0,,,0,,,,3608044.49,4840.059681,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Pakistan,67978.19,Panama,246.8803,,Senegal,4800,1183,0.25,,,,,,,,,Serbia,No data,1 400,,1400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal,EUR,10358076,Europe and Central Asia,A,31209.4379,30996.17,213.2679,97.14,97.14,97.14,,,0,,,0,,,,983835.9842,1319.779979,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Palestine,690.7642,Papua New Guinea,3711.094,,Serbia,,11,,,,,,,,,,Seychelles,High-income country,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puerto Rico,AMR,3473181,,B,12713.3957,12482.09,231.3057,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,26.54342352,0.1059061829,9.872005452,0.0,0.0,20.53586701,7.475094462,2.226854192,10.83921477,24.7971912,0.4165820171,102.8121388,,,,,,,,,,,,,,,,,,,,,,,,,,,Panama,23000.54,Paraguay,829.3166,,Seychelles,,,,,,,,,,,,Sierra Leone,27 [24-31],14 041,0.27,14041,23.708415691327914,0.10590618287178162,2.626990826523782,0.0,0.0,2.490494254454713,0.27030000289707734,17.079444401099042,3.9921950215247897,21.528910289281527,0.4165820171464439,72.21923868712707
Qatar,EMR,2481539,,A,346.507804,336.5839,9.923904,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.715752651,0.002855797071,0.266202062,0.0,0.0,0.5537567993,0.2015685231,0.06004789813,0.2922831977,0.6686648889,0.01123327904,2.772365096,,,,,,,,,,,,,,,,,,,,,,,,,,,Papua New Guinea,39671.85,Peru,561.4681,,Sierra Leone,4400,575,0.13,,,,,,,,,Singapore,High-income country,1 533,,1533,0.6393056784727836,0.002855797071251486,0.07083772170009975,0.0,0.0,0.06715704414020086,0.007288733629152618,0.4605531610775985,0.1076509278418436,0.5805345569465133,0.011233279042293154,1.9474168999217367
Republic of Korea,WPR,51014947,,A,0,0,0,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,25519.1564620256,1426.532408,9281.734083,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Paraguay,16829.96,Philippines,48681.18,,Singapore,,0,,,,,,,,,,Slovakia,High-income country,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Republic of Moldova,EUR,3554108,Europe and Central Asia,A,0,0,0,84,84,97.14,3850,18333.33333,0.21,3744,18133.33333,0.2064705882,106,200,0.75,18000,239.523529,3716.470588,179.6426468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Peru,41977.43,Poland,571.1357,,Slovakia,,,,,,,,,,,,Slovenia,High-income country,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,EUR,19815481,Europe and Central Asia,A,5167.9248,4608.22,559.7048,97.14,97.14,97.14,10551,,0,10308,,0,243,,,26373.85013,35.37955506,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Philippines,171126.2,Portugal,213.2679,,Slovenia,,,,,,,,,,,,Solomon Islands,No data,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,EUR,144096870,Europe and Central Asia,A,988825.31,948880.7,39944.61,97.14,97.14,97.14,,,0.3637163359,,,0,,,,780475.3299,9711.182334,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Poland,6596.052,Puerto Rico,231.3057,,Solomon Islands,,,,,,,,,,,,Somalia,8 [5-10],2 310,0.08,2310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rwanda,AFR,11629553,Sub-Saharan Africa,A,275603.83,197362.9,78240.93,91,97.14,97.14,158728,200921.519,0.79,150462,189921.519,0.7922325011,8266,11000,0.74,170000,33000,134679.5252,24420,4443.186966,402.6075605,1989.812853,11.38995099,58.65413808,2686.538773,870.1717346,520.4848907,2070.953666,2957.016385,45.22083944,16056.03776,,,,,,,,,,,,,,,,,,,,,,,,,,,Portugal,30996.17,Qatar,9.923904,,Somalia,3100,112,0.04,,,,,,,,,South Africa,48 [46-52],3 384 160,0.48,3384160,3888.058306620408,402.6075604747878,421.09637487231373,11.38995098899117,58.654138075576306,529.5589883426834,29.345259969928563,2790.1139241840638,562.349282970395,3078.3405074783027,45.220839442047534,11816.735133419497
Saint Kitts and Nevis,AMR,54288,Latin America and the Caribbean,B,0,0,0,97.14,97.14,97.14,,,1,,,1,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Puerto Rico,12482.09,Romania,559.7048,,South Africa,240000,174891,0.74,,,,,,,,,South Sudan,11 [7-15],19 553,0.11,19553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Lucia,AMR,177206,Latin America and the Caribbean,B,439.95915,412.1581,27.80105,67,67,97.14,,,1,,,1,,,,,,,,31.15926499,0.1110401277,11.24565922,0.0,0.0,24.65781241,8.725119468,2.371361002,12.41779713,29.32286424,0.4374139201,120.4483325,,,,,,,,,,,,,,,,,,,,,,,,,,,Qatar,336.5839,Russia,39944.61,,South Sudan,14000,728,0.05,,,,,,,,,Spain,74 [63-87],110 000,0.74,110000,30.928803943568514,0.11104012768108745,2.8511394313007554,0.0,0.0,2.707987302601478,0.28386902419132565,23.624633769341987,4.442637975697337,28.547947356806855,0.43741392011903885,93.93547285130838
Saint Vincent and the Grenadines,AMR,109455,Latin America and the Caribbean,B,944.46049,888.0634,56.39709,97.14,97.14,97.14,,,1,,,1,,,,,,,,5.81861243,0.02073538857,2.099989602,0.0,0.0,4.604545511,1.629309568,0.4428227239,2.318872052,5.475687003,0.08168171082,22.49225599,,,,,,,,,,,,,,,,,,,,,,,,,,,Romania,4608.22,Rwanda,78240.93,,Spain,100,400,0.95,,,,,,,,,Sri Lanka,19 [13-30],804,0.19,804,5.775576641500194,0.02073538856769943,0.5324154898173814,0.0,0.0,0.5056835769957573,0.05300907556452085,4.411612010964346,0.8296084182852747,5.330980732962906,0.08168171081933762,17.54130304547742
Samoa,WPR,193759,Oceania,A,407.22978,339.6084,67.62138,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.722184313,0.002881458899,0.2685941198,0.0,0.0,0.5587327873,0.2033797922,0.06058748089,0.2949096172,0.6746734263,0.01133421985,2.797277215,,,,,,,,,,,,,,,,,,,,,,,,,,,Russia,948880.7,Saint Lucia,27.80105,,Sri Lanka,100,36,0.46,,,,,,,,,Sudan,8 [5-13],4 388,0.08,4388,0.6450503977672621,0.002881458899526695,0.07147426043318222,0.0,0.0,0.06776050877413624,0.007354229259993463,0.46469163304752686,0.10861826535043406,0.5857511664381875,0.01133421985515858,1.9649161398254076
San Marino,EUR,32960,Europe and Central Asia,A,0,0,0,97.14,97.14,97.14,,,0,,,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Rwanda,197362.9,Saint Vincent and the Grenadines,56.39709,,Sudan,3500,394,0.11,,,,,,,,,Suriname,55 [48-63],2 076,0.55,2076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sao Tome and Principe,AFR,195553,Sub-Saharan Africa,A,22.97854,21.51168,1.46686,62,61,71,,,0.3583525923,,,0.3583525923,,,,1200,132.0328627,430.0231108,0,0.5983099705,0.002389297872,0.2225704513,0.0,0.0,0.4628128019,0.1684981331,0.05023248275,0.24436463,0.5589169505,0.00939818898,2.317492907,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Lucia,412.1581,Samoa,67.62138,,Suriname,100,74,0.95,,,,,,,,,Swaziland,67 [62-73],147 274,0.67,147274,0.5340331942023281,0.0023892978716426165,0.05924935126992517,0.0,0.0,0.05616992552174468,0.006098022625374547,0.38454097720741437,0.09002212511955324,0.4848791441367598,0.009398188978990404,1.626780226933733
Saudi Arabia,EMR,31557144,Middle East and North Africa,A,24373.227,22159.24,2213.987,90,91,85,,,0,,,0,92,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Vincent and the Grenadines,888.0634,Sao Tome and Principe,1.46686,,Swaziland,10000,8063,0.78,,,,,,,,,Sweden,High-income country,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senegal,AFR,14976994,Sub-Saharan Africa,A,134448.76,101581.2,32867.56,77,77,74,18375,45937.5,0.4,17192,41137.5,0.4179155272,1183,4800,0.25,37000,10112.11995,15462.87451,2528.029988,2452.079666,144.9316484,1014.788751,4.123448059,21.08588751,1649.464793,567.0587164,265.5696227,1076.333084,1899.787,31.33297855,9126.555596,,,,,,,,,,,,,,,,,,,,,,,,,,,Samoa,339.6084,Saudi Arabia,2213.987,,Sweden,,,,,,,,,,,,Switzerland,High-income country,No data,,,2132.5747554771638,144.93164839336933,244.25326685057576,4.123448059319178,21.085887508614398,276.3145006769458,20.33077916672716,1507.0117828062882,341.8083692647971,1768.4727391627302,31.33297855383794,6492.240155920369
Serbia,EUR,7095383,Europe and Central Asia,A,2238.15645,2154.67,83.48645,97.14,97.14,97.14,1400,,0,1389,,0,11,,,9443.756015,12.66845319,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Sao Tome and Principe,21.51168,Scotland,44.14313,,Switzerland,,,,,,,,,,,,Syrian Arab Republic,No data,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seychelles,AFR,93419,Sub-Saharan Africa,A,257.16646,241.507,15.65946,52,52,80,,,0.3583525923,,,0.3583525923,,,,,,,,8.48475439,0.03388311512,3.15631647,0.0,0.0,6.563241708,2.389506017,0.7123569714,3.465384114,7.926114027,0.1332776138,32.86483443,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi Arabia,22159.24,Senegal,32867.56,,Syrian Arab Republic,,,,,,,,,,,,Tajikistan,19 [15-24],3 139,0.19,3139,7.5732324588153235,0.03388311511671075,0.8402270028764292,0.0,0.0,0.7965570451213378,0.08647728901956601,5.453253172177172,1.2766219167054966,6.876168958867866,0.13327761383088246,23.069698572530783
Sierra Leone,AFR,7237025,Sub-Saharan Africa,A,152842.72,128471.3,24371.42,97.14,97.14,97.14,14041,52003.7037,0.27,13466,47603.7037,0.2828771493,575,4400,0.13,53000,5800,14992.48891,754,230.2234911,7.360091408,90.63988168,0.1976162334,1.008822266,166.0107626,59.07059482,22.45510779,97.66524988,196.5568791,3.333678649,874.5221755,,,,,,,,,,,,,,,,,,,,,,,,,,,Scotland,1881.442,Serbia,83.48645,,Tajikistan,500,501,0.95,,,,,,,,,Thailand,65 [60-72],282 135,0.65,282135,200.5680987475887,7.360091407752515,23.137562840154146,0.19761623337091047,1.008822265749087,24.048029821335586,2.1630128834850626,141.88310661607406,33.63700957430023,173.70765062319046,3.3336786487965844,611.0446796617973
Singapore,WPR,5535002,"East, South and South-East Asia",A,650.56364,630.0973,20.46634,93,93,97.14,1533,6088.052194,0.2518046743,1533,6088.052194,0.2518046743,0,,,,457.398124106536,,0,2.229570473,0.009057426737,0.8328312224,0.0,0.0,1.7186563,0.6281147693,0.1899358674,0.9134747943,2.080474685,0.03561828113,8.637733819,,,,,,,,,,,,,,,,,,,,,,,,,,,Senegal,101581.2,Seychelles,15.65946,,Thailand,4100,3813,0.95,,,,,,,,,The former Yugoslav republic of Macedonia,No data,No data,,,1.9635927417990438,0.009057426735096626,0.22333904577095265,0.0,0.0,0.2116659882189214,0.0231102383375433,1.401427859130412,0.3379908516678277,1.778508251883145,0.035618281119426214,5.984310684662368
Sint Maarten (Dutch part),AMR,38824,,B,0,0,0,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Serbia,2154.67,Sierra Leone,24371.42,,The former Yugoslav Republic of Macedonia,,,,,,,,,,,,Timor-Leste,No data,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovakia,EUR,5423801,Europe and Central Asia,A,266.523484,266.3305,0.192984,97.14,97.14,97.14,,,0,,,0,,,,515166.1945,691.0766023,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Seychelles,241.507,Singapore,20.46634,,Timor-Leste,,,,,,,,,,,,Togo,41 [35-48],43 603,0.41,43603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,EUR,2063531,Europe and Central Asia,A,83.003198,75.85926,7.143938,97.14,97.14,97.14,,,0,,,0,,,,195999.3393,262.925943,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Sierra Leone,128471.3,Slovakia,0.192984,,Togo,9000,3058,0.34,,,,,,,,,Tonga,No data,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solomon Islands,WPR,587482,Oceania,A,1302.3891,1064.898,237.4911,83,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,13.46047936,0.05370625941,5.006208998,0.0,0.0,10.41397745,3.790707505,1.129263709,5.496692112,12.57494461,0.2112535951,52.1372336,,,,,,,,,,,,,,,,,,,,,,,,,,,Singapore,630.0973,Slovenia,7.143938,,Tonga,,,,,,,,,,,,Trinidad and Tobago,62 [59-66],6 720,0.62,6720,12.0228138596893,0.05370625940743021,1.3321776591743977,0.0,0.0,1.2629586569501217,0.13707228114334702,8.661185274241541,2.0244886145187424,10.917561273597018,0.2112535951222418,36.62321747384414
Somalia,EMR,13908129,Sub-Saharan Africa,A,92811.29,60049.43,32761.86,81,97.14,97.14,2310,28875,0.08,2198,25775,0.08527643065,112,3100,0.04,25000,710.1467873,2131.910766,28.40587149,245.7611043,18.57764675,104.7860002,0.5428376855,2.7676375,157.3794608,53.61961318,29.336359,110.0154743,179.5088062,3.118358944,905.4132989,,,,,,,,,,,,,,,,,,,,,,,,,,,Slovakia,266.3305,Solomon Islands,237.4911,,Trinidad and Tobago,100,131,0.95,,,,,,,,,Tunisia,28 [19-41],734,0.28,734,205.73992614630424,18.577646748674052,25.41887968644067,0.5428376855092849,2.7676375000616247,29.846794297177958,2.0231898311917456,140.84615318202404,34.420745154708754,163.7156757454284,3.11835894423942,627.0178449217602
South Africa,AFR,55011976.68,Sub-Saharan Africa,A,9101345,7063812,2037533,97.14,97.14,97.14,3384160,7050333.333,0.48,3209269,6810333.333,0.4712352308,174891,240000,0.74,540000,440000,254467.0246,325600,30935.21522,3314.396912,14444.81091,94.25752379,485.3922392,17476.86185,5577.15194,3925.116726,14886.25181,18926.67404,305.5632718,110371.6924,,,,,,,,,,,,,,,,,,,,,,,,,,,Slovenia,75.85926,Somalia,32761.86,,Tunisia,,20,,,,,,,,,,Turkey,No data,No data,,,25677.60216701456,3314.3969117616552,3009.6114134584295,94.25752378535994,485.3922391862809,3929.6132749708595,198.27145400360294,17839.881538276186,3882.2420427613565,19378.0070027475,305.5632718335019,78114.83883979928
